InvoiceLineID,InvoiceID,StockItemID,Description,Quantity,UnitPrice,LineProfit,ExtendedPrice
6088,1885,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",72,18.00,792.00,1490.40
6089,1885,170,20 mm Anti static bubble wrap (Blue) 50m,30,102.00,1410.00,3519.00
6090,1885,208,Permanent marker red 5mm nib (Red) 5mm,108,2.70,108.00,335.34
6091,1885,104,Alien officer hoodie (Black) 3XL,5,35.00,90.00,201.25
6092,1886,80,"""The Gu"" red shirt XML tag t-shirt (White) M",120,18.00,1320.00,2484.00
6093,1887,104,Alien officer hoodie (Black) 3XL,4,35.00,72.00,161.00
6094,1887,46,Developer joke mug - a foo walks into a bar (White),3,13.00,25.50,44.85
6095,1887,5,USB food flash drive - hamburger,6,32.00,120.00,220.80
6096,1887,71,Ride on toy sedan car (Yellow) 1/12 scale,7,230.00,595.00,1851.50
6097,1888,51,Developer joke mug - old C developers never die (Black),9,13.00,76.50,134.55
6098,1889,66,RC big wheel monster truck with remote control (Black) 1/50 scale,10,45.00,295.00,517.50
6099,1889,162,32 mm Double sided bubble wrap 10m,30,22.00,363.00,759.00
6100,1889,190,Clear packaging tape 48mmx100m,200,3.50,340.00,805.00
6101,1890,11,USB food flash drive - cookie,4,32.00,80.00,147.20
6102,1890,191,Black and orange fragile despatch tape 48mmx75m,288,3.70,547.20,1225.44
6103,1891,38,Developer joke mug - inheritance is the OO way to become wealthy (White),5,13.00,42.50,74.75
6104,1891,152,Pack of 12 action figures (female),5,16.00,52.50,92.00
6105,1891,129,Plush shark slippers (Gray) XL,1,32.00,23.50,36.80
6106,1891,136,Animal with big feet slippers (Brown) L,6,32.00,144.00,220.80
6107,1891,150,Pack of 12 action figures (variety),8,16.00,84.00,147.20
6108,1892,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",48,18.00,504.00,993.60
6109,1893,216,Void fill 100 L bag (White) 100L,10,12.50,65.00,143.75
6110,1893,194,Black and orange glass with care despatch tape  48mmx100m,216,4.10,453.60,1018.44
6111,1893,73,Ride on vintage American toy coupe (Red) 1/12 scale,6,285.00,780.00,1966.50
6112,1893,52,IT joke mug - keyboard not found … press F1 to continue (White),5,13.00,42.50,74.75
6113,1893,55,IT joke mug - that behavior is by design (Black),10,13.00,85.00,149.50
6114,1894,164,32 mm Double sided bubble wrap 50m,90,112.00,4770.00,11592.00
6115,1894,119,Dinosaur battery-powered slippers (Green) M,10,32.00,240.00,368.00
6116,1894,23,DBA joke mug - it depends (Black),3,13.00,25.50,44.85
6117,1895,34,Developer joke mug - fun was unexpected at this time (White),8,13.00,68.00,119.60
6118,1895,190,Clear packaging tape 48mmx100m,180,3.50,306.00,724.50
6119,1895,200,Black and yellow heavy despatch tape 48mmx100m,144,4.10,244.80,678.96
6120,1895,193,Black and orange glass with care despatch tape 48mmx75m,24,3.70,50.40,102.12
6121,1896,212,Large  replacement blades 18mm,90,4.30,202.50,445.05
6122,1896,31,Developer joke mug - Oct 31 = Dec 25 (Black),9,13.00,76.50,134.55
6123,1897,33,Developer joke mug - that's a hardware problem (Black),1,13.00,8.50,14.95
6124,1897,67,Ride on toy sedan car (Black) 1/12 scale,2,230.00,170.00,529.00
6125,1897,214,Air cushion film 200mmx200mm 325m,9,90.00,324.00,931.50
6126,1897,190,Clear packaging tape 48mmx100m,140,3.50,238.00,563.50
6127,1898,181,Shipping carton (Brown) 356x229x229mm,50,1.14,29.00,65.55
6128,1898,45,Developer joke mug - there are 10 types of people in the world (Black),9,13.00,76.50,134.55
6129,1898,67,Ride on toy sedan car (Black) 1/12 scale,6,230.00,510.00,1587.00
6130,1898,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",48,18.00,456.00,993.60
6131,1898,38,Developer joke mug - inheritance is the OO way to become wealthy (White),7,13.00,59.50,104.65
6132,1899,154,Medium sized bubblewrap roll 20m,100,20.00,1000.00,2300.00
6133,1899,163,32 mm Double sided bubble wrap 20m,70,37.00,1610.00,2978.50
6134,1899,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",60,18.00,660.00,1242.00
6135,1900,6,USB food flash drive - hot dog,4,32.00,80.00,147.20
6136,1900,145,Halloween zombie mask (Light Brown) XL,12,18.00,-12.00,248.40
6137,1900,5,USB food flash drive - hamburger,6,32.00,120.00,220.80
6138,1901,218,Void fill 300 L bag (White) 300L,100,37.50,1950.00,4312.50
6139,1901,6,USB food flash drive - hot dog,7,32.00,140.00,257.60
6140,1901,125,Ogre battery-powered slippers (Green) XL,3,32.00,70.50,110.40
6141,1901,58,RC toy sedan car with remote control (Black) 1/50 scale,9,25.00,112.50,258.75
6142,1901,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",120,18.00,1260.00,2484.00
6143,1902,37,Developer joke mug - when your hammer is C++ (Black),1,13.00,8.50,14.95
6144,1902,157,10 mm Double sided bubble wrap 20m,30,30.00,480.00,1035.00
6145,1902,41,"Developer joke mug - (hip, hip, array) (Black)",7,13.00,59.50,104.65
6146,1902,9,USB food flash drive - banana,8,32.00,160.00,294.40
6147,1903,143,Halloween zombie mask (Light Brown) M,48,18.00,-48.00,993.60
6148,1903,18,DBA joke mug - daaaaaa-ta (White),10,13.00,85.00,149.50
6149,1903,169,20 mm Anti static bubble wrap (Blue) 20m,20,45.00,480.00,1035.00
6150,1904,132,Furry gorilla with big eyes slippers (Black) L,5,32.00,120.00,184.00
6151,1904,46,Developer joke mug - a foo walks into a bar (White),8,13.00,68.00,119.60
6152,1904,210,Packing knife with metal insert blade (Yellow) 18mm,45,2.40,54.00,124.20
6153,1904,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",108,18.00,1188.00,2235.60
6154,1905,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",48,18.00,528.00,993.60
6155,1905,115,Superhero action jacket (Blue) 3XL,10,34.00,100.00,391.00
6156,1905,23,DBA joke mug - it depends (Black),10,13.00,85.00,149.50
6157,1905,13,USB food flash drive - shrimp cocktail,2,32.00,40.00,73.60
6158,1906,135,Animal with big feet slippers (Brown) M,7,32.00,168.00,257.60
6159,1906,133,Furry gorilla with big eyes slippers (Black) XL,8,32.00,188.00,294.40
6160,1906,152,Pack of 12 action figures (female),10,16.00,105.00,184.00
6161,1906,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",120,18.00,1320.00,2484.00
6162,1907,41,"Developer joke mug - (hip, hip, array) (Black)",3,13.00,25.50,44.85
6163,1907,56,IT joke mug - hardware: part of the computer that can be kicked (White),5,13.00,42.50,74.75
6164,1907,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",36,18.00,378.00,745.20
6165,1907,11,USB food flash drive - cookie,2,32.00,40.00,73.60
6166,1907,114,Superhero action jacket (Blue) XXL,8,30.00,64.00,276.00
6167,1908,141,Furry animal socks (Pink) XL,72,5.00,252.00,414.00
6168,1908,31,Developer joke mug - Oct 31 = Dec 25 (Black),10,13.00,85.00,149.50
6169,1908,159,20 mm Double sided bubble wrap 10m,30,18.00,300.00,621.00
6170,1908,203,Tape dispenser (Black),30,32.00,450.00,1104.00
6171,1909,63,RC toy sedan car with remote control (Pink) 1/50 scale,6,25.00,75.00,172.50
6172,1909,132,Furry gorilla with big eyes slippers (Black) L,5,32.00,120.00,184.00
6173,1909,207,Permanent marker blue 5mm nib (Blue) 5mm,48,2.70,48.00,149.04
6174,1910,130,Furry gorilla with big eyes slippers (Black) S,2,32.00,48.00,73.60
6175,1910,139,Furry animal socks (Pink) M,120,5.00,420.00,690.00
6176,1910,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",96,18.00,960.00,1987.20
6177,1910,43,Developer joke mug - understanding recursion requires understanding recursion (Black),1,13.00,8.50,14.95
6178,1911,17,DBA joke mug - mind if I join you? (Black),3,13.00,25.50,44.85
6179,1911,12,USB food flash drive - donut,8,32.00,160.00,294.40
6180,1912,148,Halloween skull mask (Gray) L,36,18.00,108.00,745.20
6181,1912,152,Pack of 12 action figures (female),5,16.00,52.50,92.00
6182,1912,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",60,18.00,600.00,1242.00
6183,1913,165,10 mm Anti static bubble wrap (Blue) 10m,70,26.00,630.00,2093.00
6184,1913,73,Ride on vintage American toy coupe (Red) 1/12 scale,2,285.00,260.00,655.50
6185,1914,111,Superhero action jacket (Blue) M,2,30.00,16.00,69.00
6186,1914,117,Superhero action jacket (Blue) 5XL,4,34.00,40.00,156.40
6187,1914,35,Developer joke mug - fun was unexpected at this time (Black),10,13.00,85.00,149.50
6188,1914,54,IT joke mug - that behavior is by design (White),9,13.00,76.50,134.55
6189,1915,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",120,18.00,1200.00,2484.00
6190,1915,71,Ride on toy sedan car (Yellow) 1/12 scale,4,230.00,340.00,1058.00
6191,1916,73,Ride on vintage American toy coupe (Red) 1/12 scale,7,285.00,910.00,2294.25
6192,1916,110,Superhero action jacket (Blue) S,2,25.00,12.00,57.50
6193,1916,102,Alien officer hoodie (Black) XL,1,35.00,18.00,40.25
6194,1916,34,Developer joke mug - fun was unexpected at this time (White),10,13.00,85.00,149.50
6195,1916,113,Superhero action jacket (Blue) XL,9,30.00,72.00,310.50
6196,1917,217,Void fill 200 L bag (White) 200L,90,25.00,810.00,2587.50
6197,1917,41,"Developer joke mug - (hip, hip, array) (Black)",10,13.00,85.00,149.50
6198,1917,20,DBA joke mug - you might be a DBA if (White),9,13.00,76.50,134.55
6199,1917,6,USB food flash drive - hot dog,3,32.00,60.00,110.40
6200,1917,102,Alien officer hoodie (Black) XL,10,35.00,180.00,402.50
6201,1918,46,Developer joke mug - a foo walks into a bar (White),9,13.00,76.50,134.55
6202,1918,197,Black and orange this way up despatch tape 48mmx75m,144,3.70,288.00,612.72
6203,1918,43,Developer joke mug - understanding recursion requires understanding recursion (Black),10,13.00,85.00,149.50
6204,1919,167,10 mm Anti static bubble wrap (Blue) 50m,100,99.00,5400.00,11385.00
6205,1919,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",60,18.00,570.00,1242.00
6206,1919,116,Superhero action jacket (Blue) 4XL,1,34.00,10.00,39.10
6207,1920,126,Plush shark slippers (Gray) S,9,32.00,216.00,331.20
6208,1920,161,20 mm Double sided bubble wrap 50m,70,108.00,6440.00,8694.00
6209,1920,117,Superhero action jacket (Blue) 5XL,3,34.00,30.00,117.30
6210,1920,123,Ogre battery-powered slippers (Green) M,6,32.00,144.00,220.80
6211,1921,58,RC toy sedan car with remote control (Black) 1/50 scale,8,25.00,100.00,230.00
6212,1921,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",36,18.00,396.00,745.20
6213,1922,129,Plush shark slippers (Gray) XL,3,32.00,70.50,110.40
6214,1922,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",36,18.00,342.00,745.20
6215,1922,114,Superhero action jacket (Blue) XXL,6,30.00,48.00,207.00
6216,1922,119,Dinosaur battery-powered slippers (Green) M,10,32.00,240.00,368.00
6217,1922,213,Air cushion film 200mmx100mm 325m,5,87.00,260.00,500.25
6218,1923,167,10 mm Anti static bubble wrap (Blue) 50m,80,99.00,4320.00,9108.00
6219,1923,2,USB rocket launcher (Gray),3,25.00,46.50,86.25
6220,1923,180,Shipping carton (Brown) 279x254x217mm,25,1.11,12.75,31.91
6221,1924,34,Developer joke mug - fun was unexpected at this time (White),9,13.00,76.50,134.55
6222,1924,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",108,18.00,1188.00,2235.60
6223,1924,165,10 mm Anti static bubble wrap (Blue) 10m,80,26.00,720.00,2392.00
6224,1924,160,20 mm Double sided bubble wrap 20m,20,33.00,360.00,759.00
6225,1925,190,Clear packaging tape 48mmx100m,120,3.50,204.00,483.00
6226,1925,205,Tape dispenser (Blue),100,32.00,1500.00,3680.00
6227,1925,37,Developer joke mug - when your hammer is C++ (Black),8,13.00,68.00,119.60
6228,1925,32,Developer joke mug - that's a hardware problem (White),4,13.00,34.00,59.80
6229,1925,29,DBA joke mug - two types of DBAs (Black),5,13.00,42.50,74.75
6230,1926,194,Black and orange glass with care despatch tape  48mmx100m,144,4.10,302.40,678.96
6231,1926,2,USB rocket launcher (Gray),6,25.00,93.00,172.50
6232,1926,212,Large  replacement blades 18mm,100,4.30,225.00,494.50
6233,1926,160,20 mm Double sided bubble wrap 20m,30,33.00,540.00,1138.50
6234,1927,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",84,18.00,924.00,1738.80
6235,1928,116,Superhero action jacket (Blue) 4XL,2,34.00,20.00,78.20
6236,1928,127,Plush shark slippers (Gray) M,8,32.00,192.00,294.40
6237,1929,129,Plush shark slippers (Gray) XL,4,32.00,94.00,147.20
6238,1929,74,Ride on vintage American toy coupe (Black) 1/12 scale,7,285.00,910.00,2294.25
6239,1929,216,Void fill 100 L bag (White) 100L,90,12.50,585.00,1293.75
6240,1930,210,Packing knife with metal insert blade (Yellow) 18mm,15,2.40,18.00,41.40
6241,1930,28,DBA joke mug - two types of DBAs (White),8,13.00,68.00,119.60
6242,1930,178,Shipping carton (Brown) 500x310x310mm,150,2.55,217.50,439.88
6243,1930,136,Animal with big feet slippers (Brown) L,9,32.00,216.00,331.20
6244,1931,54,IT joke mug - that behavior is by design (White),7,13.00,59.50,104.65
6245,1931,175,Bubblewrap dispenser (Blue) 1.5m,7,240.00,910.00,1932.00
6246,1931,27,DBA joke mug - SELECT caffeine FROM mug (Black),9,13.00,76.50,134.55
6247,1931,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",60,18.00,630.00,1242.00
6248,1932,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",12,18.00,120.00,248.40
6249,1933,120,Dinosaur battery-powered slippers (Green) L,9,32.00,216.00,331.20
6250,1933,174,Bubblewrap dispenser (Black) 1.5m,3,240.00,390.00,828.00
6251,1934,132,Furry gorilla with big eyes slippers (Black) L,6,32.00,144.00,220.80
6252,1934,114,Superhero action jacket (Blue) XXL,10,30.00,80.00,345.00
6253,1934,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",72,18.00,756.00,1490.40
6254,1934,44,Developer joke mug - there are 10 types of people in the world (White),5,13.00,42.50,74.75
6255,1935,56,IT joke mug - hardware: part of the computer that can be kicked (White),6,13.00,51.00,89.70
6256,1935,191,Black and orange fragile despatch tape 48mmx75m,36,3.70,68.40,153.18
6257,1935,176,Bubblewrap dispenser (Red) 1.5m,10,240.00,1300.00,2760.00
6258,1936,111,Superhero action jacket (Blue) M,3,30.00,24.00,103.50
6259,1936,52,IT joke mug - keyboard not found … press F1 to continue (White),2,13.00,17.00,29.90
6260,1936,109,Superhero action jacket (Blue) XS,6,25.00,36.00,172.50
6261,1937,31,Developer joke mug - Oct 31 = Dec 25 (Black),6,13.00,51.00,89.70
6262,1937,121,Dinosaur battery-powered slippers (Green) XL,5,32.00,117.50,184.00
6263,1938,2,USB rocket launcher (Gray),3,25.00,46.50,86.25
6264,1938,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",108,18.00,1188.00,2235.60
6265,1939,66,RC big wheel monster truck with remote control (Black) 1/50 scale,7,45.00,206.50,362.25
6266,1939,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",24,18.00,264.00,496.80
6267,1939,50,Developer joke mug - old C developers never die (White),6,13.00,51.00,89.70
6268,1939,135,Animal with big feet slippers (Brown) M,8,32.00,192.00,294.40
6269,1940,72,Ride on toy sedan car (Pink) 1/12 scale,6,230.00,510.00,1587.00
6270,1940,114,Superhero action jacket (Blue) XXL,1,30.00,8.00,34.50
6271,1940,102,Alien officer hoodie (Black) XL,5,35.00,90.00,201.25
6272,1940,213,Air cushion film 200mmx100mm 325m,7,87.00,364.00,700.35
6273,1941,159,20 mm Double sided bubble wrap 10m,80,18.00,800.00,1656.00
6274,1941,184,Shipping carton (Brown) 305x305x305mm,175,3.50,280.00,704.38
6275,1942,52,IT joke mug - keyboard not found … press F1 to continue (White),3,13.00,25.50,44.85
6276,1942,213,Air cushion film 200mmx100mm 325m,5,87.00,260.00,500.25
6277,1942,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",60,18.00,600.00,1242.00
6278,1942,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",36,18.00,378.00,745.20
6279,1942,165,10 mm Anti static bubble wrap (Blue) 10m,10,26.00,90.00,299.00
6280,1943,18,DBA joke mug - daaaaaa-ta (White),4,13.00,34.00,59.80
6281,1943,191,Black and orange fragile despatch tape 48mmx75m,144,3.70,273.60,612.72
6282,1943,73,Ride on vintage American toy coupe (Red) 1/12 scale,10,285.00,1300.00,3277.50
6283,1943,205,Tape dispenser (Blue),40,32.00,600.00,1472.00
6284,1943,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",108,18.00,1080.00,2235.60
6285,1944,107,Superhero action jacket (Blue) 3XS,3,25.00,18.00,86.25
6286,1944,177,Shipping carton (Brown) 413x285x187mm,225,1.05,112.50,271.69
6287,1944,148,Halloween skull mask (Gray) L,84,18.00,252.00,1738.80
6288,1944,12,USB food flash drive - donut,8,32.00,160.00,294.40
6289,1944,118,Dinosaur battery-powered slippers (Green) S,9,32.00,216.00,331.20
6290,1945,142,Halloween zombie mask (Light Brown) S,72,18.00,-72.00,1490.40
6291,1945,127,Plush shark slippers (Gray) M,1,32.00,24.00,36.80
6292,1945,60,RC toy sedan car with remote control (Blue) 1/50 scale,9,25.00,112.50,258.75
6293,1945,13,USB food flash drive - shrimp cocktail,10,32.00,200.00,368.00
6294,1946,112,Superhero action jacket (Blue) L,2,30.00,16.00,69.00
6295,1946,4,USB food flash drive - sushi roll,6,32.00,120.00,220.80
6296,1946,125,Ogre battery-powered slippers (Green) XL,8,32.00,188.00,294.40
6297,1946,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",36,18.00,360.00,745.20
6298,1947,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",24,18.00,252.00,496.80
6299,1948,49,Developer joke mug - this code was generated by a tool (Black),7,13.00,59.50,104.65
6300,1948,183,Shipping carton (Brown) 480x270x320mm,25,2.74,38.50,78.78
6301,1948,21,DBA joke mug - you might be a DBA if (Black),10,13.00,85.00,149.50
6302,1949,69,Ride on toy sedan car (Blue) 1/12 scale,8,230.00,680.00,2116.00
6303,1949,196,Black and orange handle with care despatch tape  48mmx100m,24,4.10,50.40,113.16
6304,1949,20,DBA joke mug - you might be a DBA if (White),5,13.00,42.50,74.75
6305,1950,202,Red and white urgent  heavy despatch tape  48mmx100m,48,4.10,98.40,226.32
6306,1950,184,Shipping carton (Brown) 305x305x305mm,100,3.50,160.00,402.50
6307,1950,51,Developer joke mug - old C developers never die (Black),6,13.00,51.00,89.70
6308,1951,112,Superhero action jacket (Blue) L,7,30.00,56.00,241.50
6309,1951,124,Ogre battery-powered slippers (Green) L,1,32.00,24.00,36.80
6310,1952,169,20 mm Anti static bubble wrap (Blue) 20m,40,45.00,960.00,2070.00
6311,1952,197,Black and orange this way up despatch tape 48mmx75m,216,3.70,432.00,919.08
6312,1953,106,Alien officer hoodie (Black) 5XL,4,35.00,72.00,161.00
6313,1953,158,10 mm Double sided bubble wrap 50m,80,105.00,3920.00,9660.00
6314,1953,21,DBA joke mug - you might be a DBA if (Black),5,13.00,42.50,74.75
6315,1953,38,Developer joke mug - inheritance is the OO way to become wealthy (White),1,13.00,8.50,14.95
6316,1953,69,Ride on toy sedan car (Blue) 1/12 scale,6,230.00,510.00,1587.00
6317,1954,3,Office cube periscope (Black),30,18.50,217.50,638.25
6318,1954,111,Superhero action jacket (Blue) M,8,30.00,64.00,276.00
6319,1955,116,Superhero action jacket (Blue) 4XL,5,34.00,50.00,195.50
6320,1955,190,Clear packaging tape 48mmx100m,160,3.50,272.00,644.00
6321,1955,165,10 mm Anti static bubble wrap (Blue) 10m,40,26.00,360.00,1196.00
6322,1955,9,USB food flash drive - banana,10,32.00,200.00,368.00
6323,1955,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",48,18.00,456.00,993.60
6324,1956,194,Black and orange glass with care despatch tape  48mmx100m,192,4.10,403.20,905.28
6325,1956,182,Shipping carton (Brown) 457x279x279mm,150,1.28,102.00,220.80
6326,1957,13,USB food flash drive - shrimp cocktail,6,32.00,120.00,220.80
6327,1957,26,DBA joke mug - SELECT caffeine FROM mug (White),8,13.00,68.00,119.60
6328,1957,140,Furry animal socks (Pink) L,120,5.00,420.00,690.00
6329,1957,20,DBA joke mug - you might be a DBA if (White),9,13.00,76.50,134.55
6330,1957,186,Shipping carton (Brown) 457x457x457mm,25,2.10,25.00,60.38
6331,1958,178,Shipping carton (Brown) 500x310x310mm,25,2.55,36.25,73.31
6332,1958,26,DBA joke mug - SELECT caffeine FROM mug (White),5,13.00,42.50,74.75
6333,1958,27,DBA joke mug - SELECT caffeine FROM mug (Black),10,13.00,85.00,149.50
6334,1959,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",12,18.00,132.00,248.40
6335,1959,133,Furry gorilla with big eyes slippers (Black) XL,6,32.00,141.00,220.80
6336,1959,182,Shipping carton (Brown) 457x279x279mm,225,1.28,153.00,331.20
6337,1959,167,10 mm Anti static bubble wrap (Blue) 50m,50,99.00,2700.00,5692.50
6338,1959,140,Furry animal socks (Pink) L,108,5.00,378.00,621.00
6339,1960,21,DBA joke mug - you might be a DBA if (Black),8,13.00,68.00,119.60
6340,1960,219,Void fill 400 L bag (White) 400L,100,50.00,2400.00,5750.00
6341,1960,194,Black and orange glass with care despatch tape  48mmx100m,192,4.10,403.20,905.28
6342,1960,47,Developer joke mug - a foo walks into a bar (Black),9,13.00,76.50,134.55
6343,1960,197,Black and orange this way up despatch tape 48mmx75m,192,3.70,384.00,816.96
6344,1961,158,10 mm Double sided bubble wrap 50m,50,105.00,2450.00,6037.50
6345,1961,165,10 mm Anti static bubble wrap (Blue) 10m,80,26.00,720.00,2392.00
6346,1961,59,RC toy sedan car with remote control (Red) 1/50 scale,1,25.00,12.50,28.75
6347,1961,187,Express post box 5kg (White) 350x280x130mm,175,0.95,87.50,191.19
6348,1962,121,Dinosaur battery-powered slippers (Green) XL,6,32.00,141.00,220.80
6349,1962,72,Ride on toy sedan car (Pink) 1/12 scale,4,230.00,340.00,1058.00
6350,1962,108,Superhero action jacket (Blue) XXS,9,25.00,54.00,258.75
6351,1962,51,Developer joke mug - old C developers never die (Black),10,13.00,85.00,149.50
6352,1963,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",60,18.00,600.00,1242.00
6353,1964,183,Shipping carton (Brown) 480x270x320mm,200,2.74,308.00,630.20
6354,1964,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",24,18.00,240.00,496.80
6355,1965,69,Ride on toy sedan car (Blue) 1/12 scale,7,230.00,595.00,1851.50
6356,1965,130,Furry gorilla with big eyes slippers (Black) S,10,32.00,240.00,368.00
6357,1965,17,DBA joke mug - mind if I join you? (Black),1,13.00,8.50,14.95
6358,1965,57,IT joke mug - hardware: part of the computer that can be kicked (Black),10,13.00,85.00,149.50
6359,1966,112,Superhero action jacket (Blue) L,10,30.00,80.00,345.00
6360,1966,116,Superhero action jacket (Blue) 4XL,3,34.00,30.00,117.30
6361,1966,52,IT joke mug - keyboard not found … press F1 to continue (White),3,13.00,25.50,44.85
6362,1966,47,Developer joke mug - a foo walks into a bar (Black),8,13.00,68.00,119.60
6363,1966,57,IT joke mug - hardware: part of the computer that can be kicked (Black),10,13.00,85.00,149.50
6364,1967,68,Ride on toy sedan car (Red) 1/12 scale,1,230.00,85.00,264.50
6365,1967,52,IT joke mug - keyboard not found … press F1 to continue (White),6,13.00,51.00,89.70
6366,1967,149,Halloween skull mask (Gray) XL,12,18.00,36.00,248.40
6367,1967,9,USB food flash drive - banana,1,32.00,20.00,36.80
6368,1968,170,20 mm Anti static bubble wrap (Blue) 50m,70,102.00,3290.00,8211.00
6369,1968,178,Shipping carton (Brown) 500x310x310mm,50,2.55,72.50,146.63
6370,1968,165,10 mm Anti static bubble wrap (Blue) 10m,90,26.00,810.00,2691.00
6371,1968,183,Shipping carton (Brown) 480x270x320mm,175,2.74,269.50,551.43
6372,1969,74,Ride on vintage American toy coupe (Black) 1/12 scale,10,285.00,1300.00,3277.50
6373,1969,18,DBA joke mug - daaaaaa-ta (White),1,13.00,8.50,14.95
6374,1969,197,Black and orange this way up despatch tape 48mmx75m,144,3.70,288.00,612.72
6375,1969,129,Plush shark slippers (Gray) XL,7,32.00,164.50,257.60
6376,1970,204,Tape dispenser (Red),20,32.00,300.00,736.00
6377,1970,173,32 mm Anti static bubble wrap (Blue) 50m,90,105.00,5220.00,10867.50
6378,1971,22,DBA joke mug - it depends (White),1,13.00,8.50,14.95
6379,1971,109,Superhero action jacket (Blue) XS,5,25.00,30.00,143.75
6380,1972,12,USB food flash drive - donut,2,32.00,40.00,73.60
6381,1972,179,Shipping carton (Brown) 229x229x229mm,175,1.05,87.50,211.31
6382,1972,29,DBA joke mug - two types of DBAs (Black),5,13.00,42.50,74.75
6383,1972,58,RC toy sedan car with remote control (Black) 1/50 scale,8,25.00,100.00,230.00
6384,1973,155,Large sized bubblewrap roll 50m,90,24.00,990.00,2484.00
6385,1973,140,Furry animal socks (Pink) L,84,5.00,294.00,483.00
6386,1973,8,USB food flash drive - dim sum 10 drive variety pack,4,240.00,606.00,1104.00
6387,1973,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",48,18.00,528.00,993.60
6388,1974,176,Bubblewrap dispenser (Red) 1.5m,6,240.00,780.00,1656.00
6389,1974,68,Ride on toy sedan car (Red) 1/12 scale,10,230.00,850.00,2645.00
6390,1975,173,32 mm Anti static bubble wrap (Blue) 50m,90,105.00,5220.00,10867.50
6391,1975,128,Plush shark slippers (Gray) L,6,32.00,144.00,220.80
6392,1975,195,Black and orange handle with care despatch tape  48mmx75m,168,3.70,403.20,714.84
6393,1975,35,Developer joke mug - fun was unexpected at this time (Black),6,13.00,51.00,89.70
6394,1976,145,Halloween zombie mask (Light Brown) XL,24,18.00,-24.00,496.80
6395,1976,218,Void fill 300 L bag (White) 300L,50,37.50,975.00,2156.25
6396,1976,208,Permanent marker red 5mm nib (Red) 5mm,12,2.70,12.00,37.26
6397,1977,110,Superhero action jacket (Blue) S,7,25.00,42.00,201.25
6398,1977,132,Furry gorilla with big eyes slippers (Black) L,7,32.00,168.00,257.60
6399,1977,28,DBA joke mug - two types of DBAs (White),8,13.00,68.00,119.60
6400,1977,189,Clear packaging tape 48mmx75m,78,2.90,93.60,260.13
6401,1977,184,Shipping carton (Brown) 305x305x305mm,75,3.50,120.00,301.88
6402,1978,203,Tape dispenser (Black),100,32.00,1500.00,3680.00
6403,1978,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",24,18.00,264.00,496.80
6404,1978,178,Shipping carton (Brown) 500x310x310mm,150,2.55,217.50,439.88
6405,1978,23,DBA joke mug - it depends (Black),2,13.00,17.00,29.90
6406,1978,113,Superhero action jacket (Blue) XL,3,30.00,24.00,103.50
6407,1979,28,DBA joke mug - two types of DBAs (White),10,13.00,85.00,149.50
6408,1979,103,Alien officer hoodie (Black) XXL,9,35.00,162.00,362.25
6409,1979,175,Bubblewrap dispenser (Blue) 1.5m,8,240.00,1040.00,2208.00
6410,1979,209,Packing knife with metal insert blade (Yellow) 9mm,45,1.89,44.55,97.81
6411,1980,122,Ogre battery-powered slippers (Green) S,10,32.00,240.00,368.00
6412,1980,5,USB food flash drive - hamburger,3,32.00,60.00,110.40
6413,1980,174,Bubblewrap dispenser (Black) 1.5m,9,240.00,1170.00,2484.00
6414,1981,29,DBA joke mug - two types of DBAs (Black),10,13.00,85.00,149.50
6415,1981,35,Developer joke mug - fun was unexpected at this time (Black),9,13.00,76.50,134.55
