CustomerTransactionID,CustomerID,InvoiceID,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized
18975,1,3947,2013-03-21,561.00,84.15,645.15,0.00,2013-03-22,1
18978,401,3948,2013-03-21,8560.00,1284.00,9844.00,0.00,2013-03-22,1
18984,401,3949,2013-03-21,3350.00,502.50,3852.50,0.00,2013-03-22,1
18990,401,3950,2013-03-21,1108.00,166.20,1274.20,0.00,2013-03-22,1
18996,1,3951,2013-03-21,3617.75,542.66,4160.41,0.00,2013-03-22,1
18999,973,3952,2013-03-21,251.00,37.65,288.65,0.00,2013-03-22,1
19003,401,3953,2013-03-21,539.00,80.85,619.85,0.00,2013-03-22,1
19007,871,3954,2013-03-21,2802.40,420.36,3222.76,0.00,2013-03-22,1
19012,401,3955,2013-03-21,495.00,74.25,569.25,0.00,2013-03-22,1
19015,1,3956,2013-03-21,130.00,19.50,149.50,0.00,2013-03-22,1
19018,1,3957,2013-03-21,1666.00,249.90,1915.90,0.00,2013-03-22,1
19022,1,3958,2013-03-21,2685.00,402.75,3087.75,0.00,2013-03-22,1
19026,988,3959,2013-03-21,1072.00,160.80,1232.80,0.00,2013-03-22,1
19032,401,3960,2013-03-21,2020.00,303.00,2323.00,0.00,2013-03-22,1
19037,401,3961,2013-03-21,3409.00,511.35,3920.35,0.00,2013-03-22,1
19042,1,3962,2013-03-21,2612.00,391.80,3003.80,0.00,2013-03-22,1
19044,401,3963,2013-03-21,104.00,15.60,119.60,0.00,2013-03-22,1
19048,849,3964,2013-03-21,2919.00,437.85,3356.85,0.00,2013-03-22,1
19054,1,3965,2013-03-21,1228.60,184.29,1412.89,0.00,2013-03-22,1
19059,858,3966,2013-03-21,3651.60,547.74,4199.34,0.00,2013-03-22,1
19456,887,4052,2013-03-22,2426.75,364.01,2790.76,0.00,2013-03-23,1
19459,1,4053,2013-03-22,7713.00,1156.95,8869.95,0.00,2013-03-23,1
19463,1,4054,2013-03-22,2101.50,315.23,2416.73,0.00,2013-03-23,1
19467,401,4055,2013-03-22,1052.00,157.80,1209.80,0.00,2013-03-23,1
19199,1,NULL,2013-03-22,0.00,0.00,-82403.95,0.00,2013-03-22,1
19200,401,NULL,2013-03-22,0.00,0.00,-69699.79,0.00,2013-03-22,1
19201,803,NULL,2013-03-22,0.00,0.00,-2848.32,0.00,2013-03-22,1
19202,820,NULL,2013-03-22,0.00,0.00,-248.40,0.00,2013-03-22,1
19203,832,NULL,2013-03-22,0.00,0.00,-1610.00,0.00,2013-03-22,1
19204,842,NULL,2013-03-22,0.00,0.00,-3279.80,0.00,2013-03-22,1
19205,849,NULL,2013-03-22,0.00,0.00,-3356.85,0.00,2013-03-22,1
19206,858,NULL,2013-03-22,0.00,0.00,-4199.34,0.00,2013-03-22,1
19207,859,NULL,2013-03-22,0.00,0.00,-462.76,0.00,2013-03-22,1
19208,867,NULL,2013-03-22,0.00,0.00,-2946.30,0.00,2013-03-22,1
19209,871,NULL,2013-03-22,0.00,0.00,-3222.76,0.00,2013-03-22,1
19210,875,NULL,2013-03-22,0.00,0.00,-143.75,0.00,2013-03-22,1
19211,877,NULL,2013-03-22,0.00,0.00,-3961.75,0.00,2013-03-22,1
19212,898,NULL,2013-03-22,0.00,0.00,-1077.32,0.00,2013-03-22,1
19213,922,NULL,2013-03-22,0.00,0.00,-1224.75,0.00,2013-03-22,1
19214,927,NULL,2013-03-22,0.00,0.00,-10445.68,0.00,2013-03-22,1
19215,941,NULL,2013-03-22,0.00,0.00,-287.50,0.00,2013-03-22,1
19216,944,NULL,2013-03-22,0.00,0.00,-745.20,0.00,2013-03-22,1
19217,951,NULL,2013-03-22,0.00,0.00,-14142.41,0.00,2013-03-22,1
19218,954,NULL,2013-03-22,0.00,0.00,-1924.64,0.00,2013-03-22,1
19219,968,NULL,2013-03-22,0.00,0.00,-2199.95,0.00,2013-03-22,1
19220,973,NULL,2013-03-22,0.00,0.00,-1033.85,0.00,2013-03-22,1
19221,978,NULL,2013-03-22,0.00,0.00,-440.45,0.00,2013-03-22,1
19222,980,NULL,2013-03-22,0.00,0.00,-8156.95,0.00,2013-03-22,1
19223,988,NULL,2013-03-22,0.00,0.00,-1232.80,0.00,2013-03-22,1
19224,993,NULL,2013-03-22,0.00,0.00,-2842.80,0.00,2013-03-22,1
19225,1001,NULL,2013-03-22,0.00,0.00,-2171.66,0.00,2013-03-22,1
19227,1,3996,2013-03-22,532.80,79.92,612.72,0.00,2013-03-23,1
19229,875,3997,2013-03-22,1080.00,162.00,1242.00,0.00,2013-03-23,1
19232,401,3998,2013-03-22,251.00,37.65,288.65,0.00,2013-03-23,1
19236,805,3999,2013-03-22,4488.00,673.20,5161.20,0.00,2013-03-23,1
19241,926,4000,2013-03-22,815.00,122.25,937.25,0.00,2013-03-23,1
19246,401,4001,2013-03-22,2272.00,340.80,2612.80,0.00,2013-03-23,1
19249,401,4002,2013-03-22,283.00,42.45,325.45,0.00,2013-03-23,1
19252,401,4003,2013-03-22,2439.00,365.85,2804.85,0.00,2013-03-23,1
19257,1,4004,2013-03-22,4587.20,688.08,5275.28,0.00,2013-03-23,1
19260,401,4005,2013-03-22,190.00,28.50,218.50,0.00,2013-03-23,1
19264,1,4006,2013-03-22,588.60,88.29,676.89,0.00,2013-03-23,1
19267,984,4007,2013-03-22,2808.00,421.20,3229.20,0.00,2013-03-23,1
19272,401,4008,2013-03-22,650.00,97.50,747.50,0.00,2013-03-23,1
19275,401,4009,2013-03-22,1845.00,276.75,2121.75,0.00,2013-03-23,1
19280,1,4010,2013-03-22,3871.20,580.68,4451.88,0.00,2013-03-23,1
19284,807,4011,2013-03-22,532.00,79.80,611.80,0.00,2013-03-23,1
19288,816,4012,2013-03-22,361.75,54.26,416.01,0.00,2013-03-23,1
19293,1,4013,2013-03-22,1477.00,221.55,1698.55,0.00,2013-03-23,1
19296,944,4014,2013-03-22,413.50,62.03,475.53,0.00,2013-03-23,1
19301,1,4015,2013-03-22,1809.80,271.47,2081.27,0.00,2013-03-23,1
19305,838,4016,2013-03-22,1970.00,295.50,2265.50,0.00,2013-03-23,1
19310,401,4017,2013-03-22,2672.80,400.92,3073.72,0.00,2013-03-23,1
19313,821,4018,2013-03-22,7454.00,1118.10,8572.10,0.00,2013-03-23,1
19318,401,4019,2013-03-22,1001.00,150.16,1151.16,0.00,2013-03-23,1
19321,401,4020,2013-03-22,1544.00,231.60,1775.60,0.00,2013-03-23,1
19324,1,4021,2013-03-22,2360.00,354.00,2714.00,0.00,2013-03-23,1
19328,401,4022,2013-03-22,1578.00,236.70,1814.70,0.00,2013-03-23,1
19334,1,4023,2013-03-22,1367.00,205.05,1572.05,0.00,2013-03-23,1
19338,1,4024,2013-03-22,882.00,132.30,1014.30,0.00,2013-03-23,1
19343,1,4025,2013-03-22,2255.20,338.28,2593.48,0.00,2013-03-23,1
19348,806,4026,2013-03-22,700.00,105.00,805.00,0.00,2013-03-23,1
19353,401,4027,2013-03-22,1218.20,182.73,1400.93,0.00,2013-03-23,1
19357,874,4028,2013-03-22,6545.00,981.75,7526.75,0.00,2013-03-23,1
19360,401,4029,2013-03-22,1225.00,183.75,1408.75,0.00,2013-03-23,1
19365,401,4030,2013-03-22,628.00,94.20,722.20,0.00,2013-03-23,1
19370,1,4031,2013-03-22,1072.00,160.80,1232.80,0.00,2013-03-23,1
19374,401,4032,2013-03-22,475.00,71.25,546.25,0.00,2013-03-23,1
19378,1,4033,2013-03-22,1985.00,297.75,2282.75,0.00,2013-03-23,1
19382,401,4034,2013-03-22,3890.40,583.56,4473.96,0.00,2013-03-23,1
19386,401,4035,2013-03-22,281.00,42.15,323.15,0.00,2013-03-23,1
19391,1,4036,2013-03-22,5744.00,861.60,6605.60,0.00,2013-03-23,1
19395,401,4037,2013-03-22,1433.00,214.95,1647.95,0.00,2013-03-23,1
19398,1,4038,2013-03-22,354.00,53.10,407.10,0.00,2013-03-23,1
19402,933,4039,2013-03-22,1857.50,278.63,2136.13,0.00,2013-03-23,1
19405,401,4040,2013-03-22,968.00,145.20,1113.20,0.00,2013-03-23,1
19409,811,4041,2013-03-22,323.50,48.53,372.03,0.00,2013-03-23,1
19414,401,4042,2013-03-22,1870.00,280.50,2150.50,0.00,2013-03-23,1
19419,956,4043,2013-03-22,745.00,111.75,856.75,0.00,2013-03-23,1
19423,1,4044,2013-03-22,358.50,53.78,412.28,0.00,2013-03-23,1
19428,401,4045,2013-03-22,1284.00,192.60,1476.60,0.00,2013-03-23,1
19431,873,4046,2013-03-22,729.00,109.35,838.35,0.00,2013-03-23,1
19433,963,4047,2013-03-22,1944.00,291.60,2235.60,0.00,2013-03-23,1
19438,401,4048,2013-03-22,525.00,78.75,603.75,0.00,2013-03-23,1
19441,1,4049,2013-03-22,924.00,138.60,1062.60,0.00,2013-03-23,1
19446,401,4050,2013-03-22,3194.80,479.22,3674.02,0.00,2013-03-23,1
19450,401,4051,2013-03-22,735.20,110.28,845.48,0.00,2013-03-23,1
19468,1,NULL,2013-03-23,0.00,0.00,-45980.23,0.00,2013-03-23,1
19469,401,NULL,2013-03-23,0.00,0.00,-38531.22,0.00,2013-03-23,1
19470,805,NULL,2013-03-23,0.00,0.00,-5161.20,0.00,2013-03-23,1
19471,806,NULL,2013-03-23,0.00,0.00,-805.00,0.00,2013-03-23,1
19472,807,NULL,2013-03-23,0.00,0.00,-611.80,0.00,2013-03-23,1
19473,811,NULL,2013-03-23,0.00,0.00,-372.03,0.00,2013-03-23,1
19474,816,NULL,2013-03-23,0.00,0.00,-416.01,0.00,2013-03-23,1
19475,821,NULL,2013-03-23,0.00,0.00,-8572.10,0.00,2013-03-23,1
19476,838,NULL,2013-03-23,0.00,0.00,-2265.50,0.00,2013-03-23,1
19477,873,NULL,2013-03-23,0.00,0.00,-838.35,0.00,2013-03-23,1
19478,874,NULL,2013-03-23,0.00,0.00,-7526.75,0.00,2013-03-23,1
19479,875,NULL,2013-03-23,0.00,0.00,-1242.00,0.00,2013-03-23,1
19480,887,NULL,2013-03-23,0.00,0.00,-2790.76,0.00,2013-03-23,1
19481,926,NULL,2013-03-23,0.00,0.00,-937.25,0.00,2013-03-23,1
19482,933,NULL,2013-03-23,0.00,0.00,-2136.13,0.00,2013-03-23,1
19483,944,NULL,2013-03-23,0.00,0.00,-475.53,0.00,2013-03-23,1
19484,956,NULL,2013-03-23,0.00,0.00,-856.75,0.00,2013-03-23,1
19485,963,NULL,2013-03-23,0.00,0.00,-2235.60,0.00,2013-03-23,1
19486,984,NULL,2013-03-23,0.00,0.00,-3229.20,0.00,2013-03-23,1
19491,401,4056,2013-03-23,628.00,94.20,722.20,0.00,2013-03-24,1
19497,1,4057,2013-03-23,7923.00,1188.45,9111.45,0.00,2013-03-24,1
19500,821,4058,2013-03-23,1093.00,163.95,1256.95,0.00,2013-03-24,1
19504,868,4059,2013-03-23,1174.00,176.10,1350.10,0.00,2013-03-24,1
19507,401,4060,2013-03-23,532.00,79.80,611.80,0.00,2013-03-24,1
19511,895,4061,2013-03-23,1483.00,222.45,1705.45,0.00,2013-03-24,1
19517,1,4062,2013-03-23,3034.00,455.10,3489.10,0.00,2013-03-24,1
19520,401,4063,2013-03-23,1566.00,234.90,1800.90,0.00,2013-03-24,1
19526,401,4064,2013-03-23,1632.00,244.80,1876.80,0.00,2013-03-24,1
19531,401,4065,2013-03-23,546.00,81.90,627.90,0.00,2013-03-24,1
19535,401,4066,2013-03-23,5286.00,792.90,6078.90,0.00,2013-03-24,1
19538,401,4067,2013-03-23,447.50,67.13,514.63,0.00,2013-03-24,1
19542,401,4068,2013-03-23,346.00,51.90,397.90,0.00,2013-03-24,1
19547,1,4069,2013-03-23,3815.00,572.25,4387.25,0.00,2013-03-24,1
19553,401,4070,2013-03-23,1234.00,185.10,1419.10,0.00,2013-03-24,1
19556,1,4071,2013-03-23,2350.00,352.50,2702.50,0.00,2013-03-24,1
19561,1,4072,2013-03-23,3583.00,537.45,4120.45,0.00,2013-03-24,1
19566,1,4073,2013-03-23,4108.00,616.20,4724.20,0.00,2013-03-24,1
19572,1,4074,2013-03-23,5248.00,787.20,6035.20,0.00,2013-03-24,1
19577,1,4075,2013-03-23,1035.20,155.28,1190.48,0.00,2013-03-24,1
19580,865,4076,2013-03-23,155.80,23.37,179.17,0.00,2013-03-24,1
19586,951,4077,2013-03-23,1683.00,252.45,1935.45,0.00,2013-03-24,1
19590,844,4078,2013-03-23,323.00,48.45,371.45,0.00,2013-03-24,1
19593,401,4079,2013-03-23,2099.00,314.85,2413.85,0.00,2013-03-24,1
19599,1,4080,2013-03-23,6690.00,1003.50,7693.50,0.00,2013-03-24,1
19602,871,4081,2013-03-23,468.00,70.20,538.20,0.00,2013-03-24,1
19607,1,4082,2013-03-23,3844.50,576.68,4421.18,0.00,2013-03-24,1
19611,828,4083,2013-03-23,743.75,111.56,855.31,0.00,2013-03-24,1
19617,1,4084,2013-03-23,1948.00,292.20,2240.20,0.00,2013-03-24,1
19620,868,4085,2013-03-23,372.00,55.80,427.80,0.00,2013-03-24,1
19623,401,4086,2013-03-23,1555.00,233.25,1788.25,0.00,2013-03-24,1
19629,1,4087,2013-03-23,903.00,135.45,1038.45,0.00,2013-03-24,1
19633,851,4088,2013-03-23,2407.00,361.05,2768.05,0.00,2013-03-24,1
19636,980,4089,2013-03-23,360.00,54.00,414.00,0.00,2013-03-24,1
19641,831,4090,2013-03-23,4145.25,621.79,4767.04,0.00,2013-03-24,1
19647,401,4091,2013-03-23,1039.60,155.94,1195.54,0.00,2013-03-24,1
19648,1,NULL,2013-03-24,0.00,0.00,-51153.96,0.00,2013-03-24,1
19649,401,NULL,2013-03-24,0.00,0.00,-19447.77,0.00,2013-03-24,1
19650,821,NULL,2013-03-24,0.00,0.00,-1256.95,0.00,2013-03-24,1
19651,828,NULL,2013-03-24,0.00,0.00,-855.31,0.00,2013-03-24,1
19652,831,NULL,2013-03-24,0.00,0.00,-4767.04,0.00,2013-03-24,1
19653,844,NULL,2013-03-24,0.00,0.00,-371.45,0.00,2013-03-24,1
19654,851,NULL,2013-03-24,0.00,0.00,-2768.05,0.00,2013-03-24,1
19655,865,NULL,2013-03-24,0.00,0.00,-179.17,0.00,2013-03-24,1
19656,868,NULL,2013-03-24,0.00,0.00,-1777.90,0.00,2013-03-24,1
19657,871,NULL,2013-03-24,0.00,0.00,-538.20,0.00,2013-03-24,1
19658,895,NULL,2013-03-24,0.00,0.00,-1705.45,0.00,2013-03-24,1
19659,951,NULL,2013-03-24,0.00,0.00,-1935.45,0.00,2013-03-24,1
19660,980,NULL,2013-03-24,0.00,0.00,-414.00,0.00,2013-03-24,1
19676,1,4092,2013-03-25,1080.00,162.00,1242.00,0.00,2013-03-26,1
19678,1,4093,2013-03-25,1296.00,194.40,1490.40,0.00,2013-03-26,1
19680,939,4094,2013-03-25,1080.00,162.00,1242.00,0.00,2013-03-26,1
19682,401,4095,2013-03-25,1080.00,162.00,1242.00,0.00,2013-03-26,1
19685,1,4096,2013-03-25,1271.80,190.77,1462.57,0.00,2013-03-26,1
19688,401,4097,2013-03-25,182.00,27.30,209.30,0.00,2013-03-26,1
19693,879,4098,2013-03-25,2787.00,418.05,3205.05,0.00,2013-03-26,1
19697,855,4099,2013-03-25,192.00,28.80,220.80,0.00,2013-03-26,1
19701,401,4100,2013-03-25,1517.00,227.55,1744.55,0.00,2013-03-26,1
19704,401,4101,2013-03-25,451.60,67.74,519.34,0.00,2013-03-26,1
19708,873,4102,2013-03-25,351.00,52.65,403.65,0.00,2013-03-26,1
19714,401,4103,2013-03-25,1024.00,153.60,1177.60,0.00,2013-03-26,1
19720,951,4104,2013-03-25,3133.00,469.95,3602.95,0.00,2013-03-26,1
19726,1,4105,2013-03-25,12192.00,1828.80,14020.80,0.00,2013-03-26,1
19730,1,4106,2013-03-25,1861.00,279.15,2140.15,0.00,2013-03-26,1
19733,1,4107,2013-03-25,1145.00,171.75,1316.75,0.00,2013-03-26,1
19739,822,4108,2013-03-25,5190.80,778.62,5969.42,0.00,2013-03-26,1
19744,860,4109,2013-03-25,3562.00,534.30,4096.30,0.00,2013-03-26,1
19748,912,4110,2013-03-25,333.00,49.95,382.95,0.00,2013-03-26,1
19754,401,4111,2013-03-25,5473.50,821.03,6294.53,0.00,2013-03-26,1
19759,1,4112,2013-03-25,2204.40,330.66,2535.06,0.00,2013-03-26,1
19763,1,4113,2013-03-25,1490.00,223.50,1713.50,0.00,2013-03-26,1
19768,999,4114,2013-03-25,2441.75,366.26,2808.01,0.00,2013-03-26,1
19772,401,4115,2013-03-25,1904.00,285.60,2189.60,0.00,2013-03-26,1
19777,401,4116,2013-03-25,1131.25,169.69,1300.94,0.00,2013-03-26,1
19783,929,4117,2013-03-25,1019.50,152.93,1172.43,0.00,2013-03-26,1
19786,1,4118,2013-03-25,288.00,43.20,331.20,0.00,2013-03-26,1
19790,401,4119,2013-03-25,898.60,134.79,1033.39,0.00,2013-03-26,1
19793,867,4120,2013-03-25,308.00,46.20,354.20,0.00,2013-03-26,1
19796,831,4121,2013-03-25,989.00,148.35,1137.35,0.00,2013-03-26,1
19801,401,4122,2013-03-25,3012.95,451.95,3464.90,0.00,2013-03-26,1
19804,401,4123,2013-03-25,1905.00,285.75,2190.75,0.00,2013-03-26,1
19807,843,4124,2013-03-25,308.00,46.20,354.20,0.00,2013-03-26,1
19810,932,4125,2013-03-25,1994.00,299.10,2293.10,0.00,2013-03-26,1
19814,961,4126,2013-03-25,788.00,118.20,906.20,0.00,2013-03-26,1
19817,1,4127,2013-03-25,2178.00,326.70,2504.70,0.00,2013-03-26,1
19821,1,4128,2013-03-25,1259.00,188.85,1447.85,0.00,2013-03-26,1
19827,1,4129,2013-03-25,2549.60,382.44,2932.04,0.00,2013-03-26,1
19830,401,4130,2013-03-25,452.00,67.80,519.80,0.00,2013-03-26,1
19836,848,4131,2013-03-25,2742.00,411.30,3153.30,0.00,2013-03-26,1
19841,401,4132,2013-03-25,1094.20,164.13,1258.33,0.00,2013-03-26,1
19846,912,4133,2013-03-25,1298.00,194.70,1492.70,0.00,2013-03-26,1
19850,401,4134,2013-03-25,908.90,136.34,1045.24,0.00,2013-03-26,1
19854,1,4135,2013-03-25,4130.00,619.50,4749.50,0.00,2013-03-26,1
19860,1,4136,2013-03-25,2954.00,443.10,3397.10,0.00,2013-03-26,1
19863,401,4137,2013-03-25,1616.00,242.40,1858.40,0.00,2013-03-26,1
19869,941,4138,2013-03-25,8873.00,1330.95,10203.95,0.00,2013-03-26,1
19873,1,4139,2013-03-25,2144.00,321.60,2465.60,0.00,2013-03-26,1
19878,401,4140,2013-03-25,3423.00,513.45,3936.45,0.00,2013-03-26,1
19883,1,4141,2013-03-25,1021.60,153.24,1174.84,0.00,2013-03-26,1
19888,808,4142,2013-03-25,2876.00,431.40,3307.40,0.00,2013-03-26,1
19893,983,4143,2013-03-25,2410.25,361.54,2771.79,0.00,2013-03-26,1
19896,942,4144,2013-03-25,135.00,20.25,155.25,0.00,2013-03-26,1
19901,401,4145,2013-03-25,1376.40,206.46,1582.86,0.00,2013-03-26,1
19905,401,4146,2013-03-25,2203.00,330.45,2533.45,0.00,2013-03-26,1
19909,932,4147,2013-03-25,816.00,122.40,938.40,0.00,2013-03-26,1
19912,401,4148,2013-03-25,2023.20,303.48,2326.68,0.00,2013-03-26,1
19918,401,4149,2013-03-25,772.00,115.80,887.80,0.00,2013-03-26,1
19923,1,4150,2013-03-25,10257.00,1538.55,11795.55,0.00,2013-03-26,1
19927,401,4151,2013-03-25,14766.00,2214.90,16980.90,0.00,2013-03-26,1
19930,401,4152,2013-03-25,2016.00,302.40,2318.40,0.00,2013-03-26,1
19935,833,4153,2013-03-25,496.00,74.40,570.40,0.00,2013-03-26,1
19938,1,4154,2013-03-25,288.00,43.20,331.20,0.00,2013-03-26,1
19942,1,4155,2013-03-25,693.00,103.95,796.95,0.00,2013-03-26,1
19945,401,4156,2013-03-25,3880.00,582.00,4462.00,0.00,2013-03-26,1
19950,1,4157,2013-03-25,3232.00,484.80,3716.80,0.00,2013-03-26,1
19955,887,4158,2013-03-25,9953.00,1492.95,11445.95,0.00,2013-03-26,1
19960,1,4159,2013-03-25,12966.40,1944.96,14911.36,0.00,2013-03-26,1
19965,1,4160,2013-03-25,1428.00,214.20,1642.20,0.00,2013-03-26,1
19976,1,NULL,2013-03-26,0.00,0.00,-78118.12,0.00,2013-03-26,1
19977,401,NULL,2013-03-26,0.00,0.00,-61077.21,0.00,2013-03-26,1
19978,808,NULL,2013-03-26,0.00,0.00,-3307.40,0.00,2013-03-26,1
19979,822,NULL,2013-03-26,0.00,0.00,-5969.42,0.00,2013-03-26,1
19980,831,NULL,2013-03-26,0.00,0.00,-1137.35,0.00,2013-03-26,1
19981,833,NULL,2013-03-26,0.00,0.00,-570.40,0.00,2013-03-26,1
19982,843,NULL,2013-03-26,0.00,0.00,-354.20,0.00,2013-03-26,1
19983,848,NULL,2013-03-26,0.00,0.00,-3153.30,0.00,2013-03-26,1
19984,855,NULL,2013-03-26,0.00,0.00,-220.80,0.00,2013-03-26,1
19985,860,NULL,2013-03-26,0.00,0.00,-4096.30,0.00,2013-03-26,1
19986,867,NULL,2013-03-26,0.00,0.00,-354.20,0.00,2013-03-26,1
19987,873,NULL,2013-03-26,0.00,0.00,-403.65,0.00,2013-03-26,1
19988,879,NULL,2013-03-26,0.00,0.00,-3205.05,0.00,2013-03-26,1
19989,887,NULL,2013-03-26,0.00,0.00,-11445.95,0.00,2013-03-26,1
19990,912,NULL,2013-03-26,0.00,0.00,-1875.65,0.00,2013-03-26,1
19991,929,NULL,2013-03-26,0.00,0.00,-1172.43,0.00,2013-03-26,1
19992,932,NULL,2013-03-26,0.00,0.00,-3231.50,0.00,2013-03-26,1
19993,939,NULL,2013-03-26,0.00,0.00,-1242.00,0.00,2013-03-26,1
19994,941,NULL,2013-03-26,0.00,0.00,-10203.95,0.00,2013-03-26,1
19995,942,NULL,2013-03-26,0.00,0.00,-155.25,0.00,2013-03-26,1
19996,951,NULL,2013-03-26,0.00,0.00,-3602.95,0.00,2013-03-26,1
19997,961,NULL,2013-03-26,0.00,0.00,-906.20,0.00,2013-03-26,1
19998,983,NULL,2013-03-26,0.00,0.00,-2771.79,0.00,2013-03-26,1
19999,999,NULL,2013-03-26,0.00,0.00,-2808.01,0.00,2013-03-26,1
20001,401,4161,2013-03-26,1080.00,162.00,1242.00,0.00,2013-03-27,1
20003,1,4162,2013-03-26,888.00,133.20,1021.20,0.00,2013-03-27,1
20005,1,4163,2013-03-26,1080.00,162.00,1242.00,0.00,2013-03-27,1
20007,1,4164,2013-03-26,1080.00,162.00,1242.00,0.00,2013-03-27,1
20010,1,4165,2013-03-26,3200.00,480.00,3680.00,0.00,2013-03-27,1
20015,1,4166,2013-03-26,2318.00,347.70,2665.70,0.00,2013-03-27,1
20021,1,4167,2013-03-26,5241.50,786.23,6027.73,0.00,2013-03-27,1
20027,874,4168,2013-03-26,633.00,94.95,727.95,0.00,2013-03-27,1
20032,875,4169,2013-03-26,20967.00,3145.05,24112.05,0.00,2013-03-27,1
20035,1,4170,2013-03-26,296.00,44.40,340.40,0.00,2013-03-27,1
20041,401,4171,2013-03-26,2757.00,413.55,3170.55,0.00,2013-03-27,1
20046,401,4172,2013-03-26,468.00,70.20,538.20,0.00,2013-03-27,1
20050,969,4173,2013-03-26,328.00,49.20,377.20,0.00,2013-03-27,1
20055,818,4174,2013-03-26,1104.10,165.62,1269.72,0.00,2013-03-27,1
20060,828,4175,2013-03-26,3776.00,566.40,4342.40,0.00,2013-03-27,1
20065,1,4176,2013-03-26,1827.60,274.14,2101.74,0.00,2013-03-27,1
20068,401,4177,2013-03-26,1637.00,245.55,1882.55,0.00,2013-03-27,1
20072,998,4178,2013-03-26,217.00,32.55,249.55,0.00,2013-03-27,1
20075,1,4179,2013-03-26,182.00,27.30,209.30,0.00,2013-03-27,1
20081,1,4180,2013-03-26,1569.60,235.44,1805.04,0.00,2013-03-27,1
20085,401,4181,2013-03-26,200.00,30.00,230.00,0.00,2013-03-27,1
20088,936,4182,2013-03-26,726.00,108.90,834.90,0.00,2013-03-27,1
20092,401,4183,2013-03-26,1437.80,215.67,1653.47,0.00,2013-03-27,1
20096,946,4184,2013-03-26,1385.00,207.75,1592.75,0.00,2013-03-27,1
20100,910,4185,2013-03-26,1437.00,215.55,1652.55,0.00,2013-03-27,1
20105,401,4186,2013-03-26,393.75,59.06,452.81,0.00,2013-03-27,1
20110,401,4187,2013-03-26,3583.00,537.45,4120.45,0.00,2013-03-27,1
20112,850,4188,2013-03-26,1728.00,259.20,1987.20,0.00,2013-03-27,1
20115,401,4189,2013-03-26,384.80,57.72,442.52,0.00,2013-03-27,1
20121,992,4190,2013-03-26,787.70,118.16,905.86,0.00,2013-03-27,1
20125,401,4191,2013-03-26,363.00,54.45,417.45,0.00,2013-03-27,1
20131,1,4192,2013-03-26,3324.25,498.64,3822.89,0.00,2013-03-27,1
20136,954,4193,2013-03-26,1786.00,267.90,2053.90,0.00,2013-03-27,1
20140,1,4194,2013-03-26,344.00,51.60,395.60,0.00,2013-03-27,1
20145,1,4195,2013-03-26,2225.00,333.75,2558.75,0.00,2013-03-27,1
20149,401,4196,2013-03-26,7695.00,1154.25,8849.25,0.00,2013-03-27,1
20152,1,4197,2013-03-26,1944.00,291.60,2235.60,0.00,2013-03-27,1
20157,854,4198,2013-03-26,3860.00,579.00,4439.00,0.00,2013-03-27,1
20162,801,4199,2013-03-26,6441.60,966.24,7407.84,0.00,2013-03-27,1
20168,820,4200,2013-03-26,4718.00,707.70,5425.70,0.00,2013-03-27,1
20174,961,4201,2013-03-26,3797.00,569.55,4366.55,0.00,2013-03-27,1
20185,1,NULL,2013-03-27,0.00,0.00,-29347.95,0.00,2013-03-27,1
20186,401,NULL,2013-03-27,0.00,0.00,-22999.25,0.00,2013-03-27,1
20187,801,NULL,2013-03-27,0.00,0.00,-7407.84,0.00,2013-03-27,1
20188,818,NULL,2013-03-27,0.00,0.00,-1269.72,0.00,2013-03-27,1
20189,820,NULL,2013-03-27,0.00,0.00,-5425.70,0.00,2013-03-27,1
20190,828,NULL,2013-03-27,0.00,0.00,-4342.40,0.00,2013-03-27,1
20191,850,NULL,2013-03-27,0.00,0.00,-1987.20,0.00,2013-03-27,1
20192,854,NULL,2013-03-27,0.00,0.00,-4439.00,0.00,2013-03-27,1
20193,874,NULL,2013-03-27,0.00,0.00,-727.95,0.00,2013-03-27,1
20194,875,NULL,2013-03-27,0.00,0.00,-24112.05,0.00,2013-03-27,1
20195,910,NULL,2013-03-27,0.00,0.00,-1652.55,0.00,2013-03-27,1
20196,936,NULL,2013-03-27,0.00,0.00,-834.90,0.00,2013-03-27,1
20197,946,NULL,2013-03-27,0.00,0.00,-1592.75,0.00,2013-03-27,1
20198,954,NULL,2013-03-27,0.00,0.00,-2053.90,0.00,2013-03-27,1
20199,961,NULL,2013-03-27,0.00,0.00,-4366.55,0.00,2013-03-27,1
20200,969,NULL,2013-03-27,0.00,0.00,-377.20,0.00,2013-03-27,1
20201,992,NULL,2013-03-27,0.00,0.00,-905.86,0.00,2013-03-27,1
20202,998,NULL,2013-03-27,0.00,0.00,-249.55,0.00,2013-03-27,1
20455,1,4258,2013-03-27,3883.00,582.45,4465.45,0.00,2013-03-28,1
20460,401,4259,2013-03-27,2402.00,360.30,2762.30,0.00,2013-03-28,1
20466,401,4260,2013-03-27,5104.00,765.60,5869.60,0.00,2013-03-28,1
20472,401,4261,2013-03-27,10695.00,1604.25,12299.25,0.00,2013-03-28,1
20477,1,4262,2013-03-27,2683.00,402.45,3085.45,0.00,2013-03-28,1
